variable,api,year,month,date,valor,periodo
INPP primarias,v_inpp_primarias,2020,10,2020-10-01,99.180054942585,Oct 2020
INPP primarias,v_inpp_primarias,2020,11,2020-11-01,99.335416980517,Nov 2020
INPP primarias,v_inpp_primarias,2020,12,2020-12-01,99.155927685965,Dic 2020
INPP primarias,v_inpp_primarias,2021,1,2021-01-01,99.857797854585,Ene 2021
INPP primarias,v_inpp_primarias,2021,2,2021-02-01,101.192160449465,Feb 2021
INPP primarias,v_inpp_primarias,2021,3,2021-03-01,103.150465454847,Mar 2021
INPP primarias,v_inpp_primarias,2021,4,2021-04-01,105.881162404773,Abr 2021
INPP primarias,v_inpp_primarias,2021,5,2021-05-01,107.443298694654,May 2021
INPP primarias,v_inpp_primarias,2021,6,2021-06-01,108.020306739422,Jun 2021
INPP primarias,v_inpp_primarias,2021,7,2021-07-01,108.537443914641,Jul 2021
INPP primarias,v_inpp_primarias,2021,8,2021-08-01,110.112902418493,Ago 2021
INPP primarias,v_inpp_primarias,2021,9,2021-09-01,110.582733329984,Sep 2021
INPP primarias,v_inpp_primarias,2021,10,2021-10-01,109.678163400397,Oct 2021
INPP primarias,v_inpp_primarias,2021,11,2021-11-01,112.616167311956,Nov 2021
INPP primarias,v_inpp_primarias,2021,12,2021-12-01,113.585222133996,Dic 2021
INPP primarias,v_inpp_primarias,2022,1,2022-01-01,114.634478511011,Ene 2022
INPP primarias,v_inpp_primarias,2022,2,2022-02-01,116.495340303603,Feb 2022
INPP primarias,v_inpp_primarias,2022,3,2022-03-01,118.736996208671,Mar 2022
INPP primarias,v_inpp_primarias,2022,4,2022-04-01,121.108187157874,Abr 2022
INPP primarias,v_inpp_primarias,2022,5,2022-05-01,122.576198546951,May 2022
INPP primarias,v_inpp_primarias,2022,6,2022-06-01,124.108868929574,Jun 2022
INPP primarias,v_inpp_primarias,2022,7,2022-07-01,125.180130929788,Jul 2022
INPP primarias,v_inpp_primarias,2022,8,2022-08-01,125.075722722013,Ago 2022
INPP primarias,v_inpp_primarias,2022,9,2022-09-01,125.708496788588,Sep 2022
INPP primarias,v_inpp_primarias,2022,10,2022-10-01,125.346742895298,Oct 2022
INPP primarias,v_inpp_primarias,2022,11,2022-11-01,125.623728568201,Nov 2022
INPP primarias,v_inpp_primarias,2022,12,2022-12-01,125.824383601518,Dic 2022
INPP primarias,v_inpp_primarias,2023,1,2023-01-01,126.833999247698,Ene 2023
INPP primarias,v_inpp_primarias,2023,2,2023-02-01,128.760045175315,Feb 2023
INPP primarias,v_inpp_primarias,2023,3,2023-03-01,129.398834717148,Mar 2023
INPP primarias,v_inpp_primarias,2023,4,2023-04-01,129.911357229456,Abr 2023
INPP primarias,v_inpp_primarias,2023,5,2023-05-01,129.864410804657,May 2023
INPP primarias,v_inpp_primarias,2023,6,2023-06-01,129.487788294214,Jun 2023
INPP primarias,v_inpp_primarias,2023,7,2023-07-01,134.187015493228,Jul 2023
INPP primarias,v_inpp_primarias,2023,8,2023-08-01,135.365537455886,Ago 2023
INPP primarias,v_inpp_primarias,2023,9,2023-09-01,131.81077524058,Sep 2023
INPP primarias,v_inpp_primarias,2023,10,2023-10-01,126.327148918348,Oct 2023
INPP primarias,v_inpp_primarias,2023,11,2023-11-01,129.096046830357,Nov 2023
INPP primarias,v_inpp_primarias,2023,12,2023-12-01,128.505842757895,Dic 2023
INPP primarias,v_inpp_primarias,2024,1,2024-01-01,133.251450456115,Ene 2024
INPP primarias,v_inpp_primarias,2024,2,2024-02-01,128.711551013367,Feb 2024
INPP primarias,v_inpp_primarias,2024,3,2024-03-01,132.859491354733,Mar 2024
INPP primarias,v_inpp_primarias,2024,4,2024-04-01,141.337644886343,Abr 2024
INPP primarias,v_inpp_primarias,2024,5,2024-05-01,145.316220901672,May 2024
INPP primarias,v_inpp_primarias,2024,6,2024-06-01,146.691606077867,Jun 2024
INPP primarias,v_inpp_primarias,2024,7,2024-07-01,149.141126289741,Jul 2024
INPP primarias,v_inpp_primarias,2024,8,2024-08-01,137.969353165668,Ago 2024
INPP primarias,v_inpp_primarias,2024,9,2024-09-01,136.460321158452,Sep 2024
INPP primarias,v_inpp_primarias,2024,10,2024-10-01,135.341855771603,Oct 2024
INPP primarias,v_inpp_primarias,2024,11,2024-11-01,138.658347135579,Nov 2024
INPP primarias,v_inpp_primarias,2024,12,2024-12-01,142.807906795432,Dic 2024
INPP primarias,v_inpp_primarias,2025,1,2025-01-01,142.508278665012,Ene 2025
INPP primarias,v_inpp_primarias,2025,2,2025-02-01,142.975995784802,Feb 2025
INPP primarias,v_inpp_primarias,2025,3,2025-03-01,141.73621571627,Mar 2025
INPP primarias,v_inpp_primarias,2025,4,2025-04-01,143.780005233862,Abr 2025
INPP primarias,v_inpp_primarias,2025,5,2025-05-01,155.083707844961,May 2025
INPP primarias,v_inpp_primarias,2025,6,2025-06-01,149.744825017726,Jun 2025
INPP primarias,v_inpp_primarias,2025,7,2025-07-01,144.489506000561,Jul 2025
INPP primarias,v_inpp_primarias,2025,8,2025-08-01,135.799845277247,Ago 2025
INPP primarias,v_inpp_primarias,2025,9,2025-09-01,137.120896832148,Sep 2025
INPP primarias,v_inpp_primarias,2025,10,2025-10-01,136.217758933832,Oct 2025
INPP primarias,v_inpp_primarias,2025,11,2025-11-01,137.123558955705,Nov 2025
INPP primarias,v_inpp_primarias,2025,12,2025-12-01,137.4144644299,Dic 2025
INPP primarias,v_inpp_primarias,2026,1,2026-01-01,134.106609904593,Ene 2026
INPP secundarias sin petróleo,v_inpp_secundarias,2018,1,2018-01-01,94.084242564126,Ene 2018
INPP secundarias sin petróleo,v_inpp_secundarias,2018,2,2018-02-01,94.421489196311,Feb 2018
INPP secundarias sin petróleo,v_inpp_secundarias,2018,3,2018-03-01,94.811881778868,Mar 2018
INPP secundarias sin petróleo,v_inpp_secundarias,2018,4,2018-04-01,94.890825723363,Abr 2018
INPP secundarias sin petróleo,v_inpp_secundarias,2018,5,2018-05-01,96.783571617223,May 2018
INPP secundarias sin petróleo,v_inpp_secundarias,2018,6,2018-06-01,98.469480785602,Jun 2018
INPP secundarias sin petróleo,v_inpp_secundarias,2018,7,2018-07-01,97.537600706608,Jul 2018
INPP secundarias sin petróleo,v_inpp_secundarias,2018,8,2018-08-01,97.288714333757,Ago 2018
INPP secundarias sin petróleo,v_inpp_secundarias,2018,9,2018-09-01,97.948120312865,Sep 2018
INPP secundarias sin petróleo,v_inpp_secundarias,2018,10,2018-10-01,98.3172433542,Oct 2018
INPP secundarias sin petróleo,v_inpp_secundarias,2018,11,2018-11-01,100.039597723233,Nov 2018
INPP secundarias sin petróleo,v_inpp_secundarias,2018,12,2018-12-01,100.073446672627,Dic 2018
INPP secundarias sin petróleo,v_inpp_secundarias,2019,1,2019-01-01,99.360916595511,Ene 2019
INPP secundarias sin petróleo,v_inpp_secundarias,2019,2,2019-02-01,99.500593379042,Feb 2019
INPP secundarias sin petróleo,v_inpp_secundarias,2019,3,2019-03-01,99.613533889935,Mar 2019
INPP secundarias sin petróleo,v_inpp_secundarias,2019,4,2019-04-01,99.51008617644,Abr 2019
INPP secundarias sin petróleo,v_inpp_secundarias,2019,5,2019-05-01,99.581420670576,May 2019
INPP secundarias sin petróleo,v_inpp_secundarias,2019,6,2019-06-01,99.890739419939,Jun 2019
INPP secundarias sin petróleo,v_inpp_secundarias,2019,7,2019-07-01,100,Jul 2019
INPP secundarias sin petróleo,v_inpp_secundarias,2019,8,2019-08-01,100.271665524835,Ago 2019
INPP secundarias sin petróleo,v_inpp_secundarias,2019,9,2019-09-01,100.543301736628,Sep 2019
INPP secundarias sin petróleo,v_inpp_secundarias,2019,10,2019-10-01,100.155574452849,Oct 2019
INPP secundarias sin petróleo,v_inpp_secundarias,2019,11,2019-11-01,100.035379215002,Nov 2019
INPP secundarias sin petróleo,v_inpp_secundarias,2019,12,2019-12-01,100.102057169915,Dic 2019
INPP secundarias sin petróleo,v_inpp_secundarias,2020,1,2020-01-01,99.884243498333,Ene 2020
INPP secundarias sin petróleo,v_inpp_secundarias,2020,2,2020-02-01,99.983741078386,Feb 2020
INPP secundarias sin petróleo,v_inpp_secundarias,2020,3,2020-03-01,103.127173521728,Mar 2020
INPP secundarias sin petróleo,v_inpp_secundarias,2020,4,2020-04-01,106.297938266516,Abr 2020
INPP secundarias sin petróleo,v_inpp_secundarias,2020,5,2020-05-01,105.471335713182,May 2020
INPP secundarias sin petróleo,v_inpp_secundarias,2020,6,2020-06-01,104.450842569138,Jun 2020
INPP secundarias sin petróleo,v_inpp_secundarias,2020,7,2020-07-01,105.995231403369,Jul 2020
INPP secundarias sin petróleo,v_inpp_secundarias,2020,8,2020-08-01,106.574924140732,Ago 2020
INPP secundarias sin petróleo,v_inpp_secundarias,2020,9,2020-09-01,105.907852412893,Sep 2020
INPP secundarias sin petróleo,v_inpp_secundarias,2020,10,2020-10-01,105.872672422948,Oct 2020
INPP secundarias sin petróleo,v_inpp_secundarias,2020,11,2020-11-01,105.531429008295,Nov 2020
INPP secundarias sin petróleo,v_inpp_secundarias,2020,12,2020-12-01,105.468221073837,Dic 2020
INPP secundarias sin petróleo,v_inpp_secundarias,2021,1,2021-01-01,106.785833998329,Ene 2021
INPP secundarias sin petróleo,v_inpp_secundarias,2021,2,2021-02-01,108.392258640529,Feb 2021
INPP secundarias sin petróleo,v_inpp_secundarias,2021,3,2021-03-01,110.025092929462,Mar 2021
INPP secundarias sin petróleo,v_inpp_secundarias,2021,4,2021-04-01,110.281394085529,Abr 2021
INPP secundarias sin petróleo,v_inpp_secundarias,2021,5,2021-05-01,111.136824379909,May 2021
INPP secundarias sin petróleo,v_inpp_secundarias,2021,6,2021-06-01,112.037197885689,Jun 2021
INPP secundarias sin petróleo,v_inpp_secundarias,2021,7,2021-07-01,112.657899295196,Jul 2021
INPP secundarias sin petróleo,v_inpp_secundarias,2021,8,2021-08-01,113.286844223161,Ago 2021
INPP secundarias sin petróleo,v_inpp_secundarias,2021,9,2021-09-01,113.785035642035,Sep 2021
INPP secundarias sin petróleo,v_inpp_secundarias,2021,10,2021-10-01,115.505959438273,Oct 2021
INPP secundarias sin petróleo,v_inpp_secundarias,2021,11,2021-11-01,116.702349053221,Nov 2021
INPP secundarias sin petróleo,v_inpp_secundarias,2021,12,2021-12-01,117.666010033273,Dic 2021
INPP secundarias sin petróleo,v_inpp_secundarias,2022,1,2022-01-01,118.414845570001,Ene 2022
INPP secundarias sin petróleo,v_inpp_secundarias,2022,2,2022-02-01,119.728992098362,Feb 2022
INPP secundarias sin petróleo,v_inpp_secundarias,2022,3,2022-03-01,121.0988414493,Mar 2022
INPP secundarias sin petróleo,v_inpp_secundarias,2022,4,2022-04-01,121.856304990766,Abr 2022
INPP secundarias sin petróleo,v_inpp_secundarias,2022,5,2022-05-01,122.976210163666,May 2022
INPP secundarias sin petróleo,v_inpp_secundarias,2022,6,2022-06-01,123.854052203096,Jun 2022
INPP secundarias sin petróleo,v_inpp_secundarias,2022,7,2022-07-01,124.495952176246,Jul 2022
INPP secundarias sin petróleo,v_inpp_secundarias,2022,8,2022-08-01,124.774086624255,Ago 2022
INPP secundarias sin petróleo,v_inpp_secundarias,2022,9,2022-09-01,124.260634300923,Sep 2022
INPP secundarias sin petróleo,v_inpp_secundarias,2022,10,2022-10-01,123.876808485183,Oct 2022
INPP secundarias sin petróleo,v_inpp_secundarias,2022,11,2022-11-01,123.224632151158,Nov 2022
INPP secundarias sin petróleo,v_inpp_secundarias,2022,12,2022-12-01,123.490945697546,Dic 2022
INPP secundarias sin petróleo,v_inpp_secundarias,2023,1,2023-01-01,124.411154904808,Ene 2023
INPP secundarias sin petróleo,v_inpp_secundarias,2023,2,2023-02-01,123.860473754165,Feb 2023
INPP secundarias sin petróleo,v_inpp_secundarias,2023,3,2023-03-01,123.945263930576,Mar 2023
INPP secundarias sin petróleo,v_inpp_secundarias,2023,4,2023-04-01,124.008829698981,Abr 2023
INPP secundarias sin petróleo,v_inpp_secundarias,2023,5,2023-05-01,123.340312103354,May 2023
INPP secundarias sin petróleo,v_inpp_secundarias,2023,6,2023-06-01,122.629181349343,Jun 2023
INPP secundarias sin petróleo,v_inpp_secundarias,2023,7,2023-07-01,122.136198983625,Jul 2023
INPP secundarias sin petróleo,v_inpp_secundarias,2023,8,2023-08-01,122.539855470654,Ago 2023
INPP secundarias sin petróleo,v_inpp_secundarias,2023,9,2023-09-01,122.733967522413,Sep 2023
INPP secundarias sin petróleo,v_inpp_secundarias,2023,10,2023-10-01,123.533497088148,Oct 2023
INPP secundarias sin petróleo,v_inpp_secundarias,2023,11,2023-11-01,123.116951448765,Nov 2023
INPP secundarias sin petróleo,v_inpp_secundarias,2023,12,2023-12-01,122.605796786367,Dic 2023
INPP secundarias sin petróleo,v_inpp_secundarias,2024,1,2024-01-01,122.97924967828,Ene 2024
INPP secundarias sin petróleo,v_inpp_secundarias,2024,2,2024-02-01,123.502516136167,Feb 2024
INPP secundarias sin petróleo,v_inpp_secundarias,2024,3,2024-03-01,123.995158958716,Mar 2024
INPP secundarias sin petróleo,v_inpp_secundarias,2024,4,2024-04-01,124.612416360461,Abr 2024
INPP secundarias sin petróleo,v_inpp_secundarias,2024,5,2024-05-01,125.147377291267,May 2024
INPP secundarias sin petróleo,v_inpp_secundarias,2024,6,2024-06-01,127.304943472599,Jun 2024
INPP secundarias sin petróleo,v_inpp_secundarias,2024,7,2024-07-01,127.655446662055,Jul 2024
INPP secundarias sin petróleo,v_inpp_secundarias,2024,8,2024-08-01,128.557771919027,Ago 2024
INPP secundarias sin petróleo,v_inpp_secundarias,2024,9,2024-09-01,129.480347236578,Sep 2024
INPP secundarias sin petróleo,v_inpp_secundarias,2024,10,2024-10-01,130.090308021002,Oct 2024
INPP secundarias sin petróleo,v_inpp_secundarias,2024,11,2024-11-01,131.386784159724,Nov 2024
INPP secundarias sin petróleo,v_inpp_secundarias,2024,12,2024-12-01,132.037364482186,Dic 2024
INPP secundarias sin petróleo,v_inpp_secundarias,2025,1,2025-01-01,133.805269021259,Ene 2025
INPP secundarias sin petróleo,v_inpp_secundarias,2025,2,2025-02-01,134.506936986785,Feb 2025
INPP secundarias sin petróleo,v_inpp_secundarias,2025,3,2025-03-01,134.67992027757,Mar 2025
INPP secundarias sin petróleo,v_inpp_secundarias,2025,4,2025-04-01,135.018759219452,Abr 2025
INPP secundarias sin petróleo,v_inpp_secundarias,2025,5,2025-05-01,134.63651780731,May 2025
INPP secundarias sin petróleo,v_inpp_secundarias,2025,6,2025-06-01,134.310030289163,Jun 2025
INPP secundarias sin petróleo,v_inpp_secundarias,2025,7,2025-07-01,133.383956226173,Jul 2025
INPP secundarias sin petróleo,v_inpp_secundarias,2025,8,2025-08-01,133.304063202434,Ago 2025
INPP secundarias sin petróleo,v_inpp_secundarias,2025,9,2025-09-01,133.406908470588,Sep 2025
INPP secundarias sin petróleo,v_inpp_secundarias,2025,10,2025-10-01,133.975442553233,Oct 2025
INPP secundarias sin petróleo,v_inpp_secundarias,2025,11,2025-11-01,134.456638416098,Nov 2025
INPP secundarias sin petróleo,v_inpp_secundarias,2025,12,2025-12-01,134.971445675832,Dic 2025
INPP secundarias sin petróleo,v_inpp_secundarias,2026,1,2026-01-01,135.963873930447,Ene 2026
INPP terciarias,v_inpp_terciarias,2018,1,2018-01-01,94.226663296777,Ene 2018
INPP terciarias,v_inpp_terciarias,2018,2,2018-02-01,94.712968157222,Feb 2018
INPP terciarias,v_inpp_terciarias,2018,3,2018-03-01,95.181500859161,Mar 2018
INPP terciarias,v_inpp_terciarias,2018,4,2018-04-01,95.149773070812,Abr 2018
INPP terciarias,v_inpp_terciarias,2018,5,2018-05-01,95.78049195215,May 2018
INPP terciarias,v_inpp_terciarias,2018,6,2018-06-01,96.205712415528,Jun 2018
INPP terciarias,v_inpp_terciarias,2018,7,2018-07-01,96.310270668361,Jul 2018
INPP terciarias,v_inpp_terciarias,2018,8,2018-08-01,96.393793704093,Ago 2018
INPP terciarias,v_inpp_terciarias,2018,9,2018-09-01,96.753220368511,Sep 2018
INPP terciarias,v_inpp_terciarias,2018,10,2018-10-01,97.118536730885,Oct 2018
INPP terciarias,v_inpp_terciarias,2018,11,2018-11-01,97.589278142216,Nov 2018
INPP terciarias,v_inpp_terciarias,2018,12,2018-12-01,98.465489914245,Dic 2018
INPP terciarias,v_inpp_terciarias,2019,1,2019-01-01,98.131866374215,Ene 2019
INPP terciarias,v_inpp_terciarias,2019,2,2019-02-01,98.348432835106,Feb 2019
INPP terciarias,v_inpp_terciarias,2019,3,2019-03-01,98.618140565564,Mar 2019
INPP terciarias,v_inpp_terciarias,2019,4,2019-04-01,99.186695030108,Abr 2019
INPP terciarias,v_inpp_terciarias,2019,5,2019-05-01,99.13712972876,May 2019
INPP terciarias,v_inpp_terciarias,2019,6,2019-06-01,99.611932028527,Jun 2019
INPP terciarias,v_inpp_terciarias,2019,7,2019-07-01,100,Jul 2019
INPP terciarias,v_inpp_terciarias,2019,8,2019-08-01,99.838500971561,Ago 2019
INPP terciarias,v_inpp_terciarias,2019,9,2019-09-01,100.140698415026,Sep 2019
INPP terciarias,v_inpp_terciarias,2019,10,2019-10-01,100.213804242863,Oct 2019
INPP terciarias,v_inpp_terciarias,2019,11,2019-11-01,100.647719852469,Nov 2019
INPP terciarias,v_inpp_terciarias,2019,12,2019-12-01,101.498917665709,Dic 2019
INPP terciarias,v_inpp_terciarias,2020,1,2020-01-01,101.489730858377,Ene 2020
INPP terciarias,v_inpp_terciarias,2020,2,2020-02-01,101.897640706463,Feb 2020
INPP terciarias,v_inpp_terciarias,2020,3,2020-03-01,102.482767943894,Mar 2020
INPP terciarias,v_inpp_terciarias,2020,4,2020-04-01,102.717701048318,Abr 2020
INPP terciarias,v_inpp_terciarias,2020,5,2020-05-01,102.910813082841,May 2020
INPP terciarias,v_inpp_terciarias,2020,6,2020-06-01,102.74602907519,Jun 2020
INPP terciarias,v_inpp_terciarias,2020,7,2020-07-01,102.775924072742,Jul 2020
INPP terciarias,v_inpp_terciarias,2020,8,2020-08-01,102.764747358343,Ago 2020
INPP terciarias,v_inpp_terciarias,2020,9,2020-09-01,102.92048517283,Sep 2020
INPP terciarias,v_inpp_terciarias,2020,10,2020-10-01,103.094374839089,Oct 2020
INPP terciarias,v_inpp_terciarias,2020,11,2020-11-01,102.913423012774,Nov 2020
INPP terciarias,v_inpp_terciarias,2020,12,2020-12-01,103.073661102619,Dic 2020
INPP terciarias,v_inpp_terciarias,2021,1,2021-01-01,103.058489968972,Ene 2021
INPP terciarias,v_inpp_terciarias,2021,2,2021-02-01,103.264593429344,Feb 2021
INPP terciarias,v_inpp_terciarias,2021,3,2021-03-01,104.135511112434,Mar 2021
INPP terciarias,v_inpp_terciarias,2021,4,2021-04-01,104.293668572153,Abr 2021
INPP terciarias,v_inpp_terciarias,2021,5,2021-05-01,104.825435449589,May 2021
INPP terciarias,v_inpp_terciarias,2021,6,2021-06-01,105.413460808937,Jun 2021
INPP terciarias,v_inpp_terciarias,2021,7,2021-07-01,105.651744340567,Jul 2021
INPP terciarias,v_inpp_terciarias,2021,8,2021-08-01,105.41961155397,Ago 2021
INPP terciarias,v_inpp_terciarias,2021,9,2021-09-01,105.547265068912,Sep 2021
INPP terciarias,v_inpp_terciarias,2021,10,2021-10-01,106.057740880437,Oct 2021
INPP terciarias,v_inpp_terciarias,2021,11,2021-11-01,106.597729883567,Nov 2021
INPP terciarias,v_inpp_terciarias,2021,12,2021-12-01,107.666786866842,Dic 2021
INPP terciarias,v_inpp_terciarias,2022,1,2022-01-01,107.129480401475,Ene 2022
INPP terciarias,v_inpp_terciarias,2022,2,2022-02-01,107.86969388882,Feb 2022
INPP terciarias,v_inpp_terciarias,2022,3,2022-03-01,109.167503746226,Mar 2022
INPP terciarias,v_inpp_terciarias,2022,4,2022-04-01,109.772171108756,Abr 2022
INPP terciarias,v_inpp_terciarias,2022,5,2022-05-01,110.006989276565,May 2022
INPP terciarias,v_inpp_terciarias,2022,6,2022-06-01,110.630242237936,Jun 2022
INPP terciarias,v_inpp_terciarias,2022,7,2022-07-01,111.297039324453,Jul 2022
INPP terciarias,v_inpp_terciarias,2022,8,2022-08-01,111.20443998752,Ago 2022
INPP terciarias,v_inpp_terciarias,2022,9,2022-09-01,111.789988208633,Sep 2022
INPP terciarias,v_inpp_terciarias,2022,10,2022-10-01,112.008268953747,Oct 2022
INPP terciarias,v_inpp_terciarias,2022,11,2022-11-01,112.512183263523,Nov 2022
INPP terciarias,v_inpp_terciarias,2022,12,2022-12-01,113.15453374482,Dic 2022
INPP terciarias,v_inpp_terciarias,2023,1,2023-01-01,113.456195541582,Ene 2023
INPP terciarias,v_inpp_terciarias,2023,2,2023-02-01,114.236752427165,Feb 2023
INPP terciarias,v_inpp_terciarias,2023,3,2023-03-01,115.273412150067,Mar 2023
INPP terciarias,v_inpp_terciarias,2023,4,2023-04-01,115.034142857823,Abr 2023
INPP terciarias,v_inpp_terciarias,2023,5,2023-05-01,115.379095815079,May 2023
INPP terciarias,v_inpp_terciarias,2023,6,2023-06-01,115.804363673193,Jun 2023
INPP terciarias,v_inpp_terciarias,2023,7,2023-07-01,116.429905323031,Jul 2023
INPP terciarias,v_inpp_terciarias,2023,8,2023-08-01,116.568479610134,Ago 2023
INPP terciarias,v_inpp_terciarias,2023,9,2023-09-01,117.223751988358,Sep 2023
INPP terciarias,v_inpp_terciarias,2023,10,2023-10-01,117.990491610993,Oct 2023
INPP terciarias,v_inpp_terciarias,2023,11,2023-11-01,118.202164338363,Nov 2023
INPP terciarias,v_inpp_terciarias,2023,12,2023-12-01,119.069195887366,Dic 2023
INPP terciarias,v_inpp_terciarias,2024,1,2024-01-01,119.141929040809,Ene 2024
INPP terciarias,v_inpp_terciarias,2024,2,2024-02-01,120.110561386834,Feb 2024
INPP terciarias,v_inpp_terciarias,2024,3,2024-03-01,121.334323460586,Mar 2024
INPP terciarias,v_inpp_terciarias,2024,4,2024-04-01,120.757897421083,Abr 2024
INPP terciarias,v_inpp_terciarias,2024,5,2024-05-01,121.06189142499,May 2024
INPP terciarias,v_inpp_terciarias,2024,6,2024-06-01,121.741668027592,Jun 2024
INPP terciarias,v_inpp_terciarias,2024,7,2024-07-01,123.092272424237,Jul 2024
INPP terciarias,v_inpp_terciarias,2024,8,2024-08-01,123.224486622539,Ago 2024
INPP terciarias,v_inpp_terciarias,2024,9,2024-09-01,124.112641530034,Sep 2024
INPP terciarias,v_inpp_terciarias,2024,10,2024-10-01,124.643124428454,Oct 2024
INPP terciarias,v_inpp_terciarias,2024,11,2024-11-01,125.341912912588,Nov 2024
INPP terciarias,v_inpp_terciarias,2024,12,2024-12-01,126.553374362408,Dic 2024
INPP terciarias,v_inpp_terciarias,2025,1,2025-01-01,125.821057632938,Ene 2025
INPP terciarias,v_inpp_terciarias,2025,2,2025-02-01,126.83891534777,Feb 2025
INPP terciarias,v_inpp_terciarias,2025,3,2025-03-01,127.628848925044,Mar 2025
INPP terciarias,v_inpp_terciarias,2025,4,2025-04-01,128.016433406674,Abr 2025
INPP terciarias,v_inpp_terciarias,2025,5,2025-05-01,127.625008373863,May 2025
INPP terciarias,v_inpp_terciarias,2025,6,2025-06-01,128.112993486956,Jun 2025
INPP terciarias,v_inpp_terciarias,2025,7,2025-07-01,128.836663266461,Jul 2025
INPP terciarias,v_inpp_terciarias,2025,8,2025-08-01,128.732979330439,Ago 2025
INPP terciarias,v_inpp_terciarias,2025,9,2025-09-01,129.355344938591,Sep 2025
INPP terciarias,v_inpp_terciarias,2025,10,2025-10-01,130.030384752743,Oct 2025
INPP terciarias,v_inpp_terciarias,2025,11,2025-11-01,130.532437411644,Nov 2025
INPP terciarias,v_inpp_terciarias,2025,12,2025-12-01,131.724510777755,Dic 2025
INPP terciarias,v_inpp_terciarias,2026,1,2026-01-01,130.875112685229,Ene 2026
INPP finales,v_inpp_finales,2018,1,2018-01-01,94.277842910377,Ene 2018
INPP finales,v_inpp_finales,2018,2,2018-02-01,94.513386003955,Feb 2018
INPP finales,v_inpp_finales,2018,3,2018-03-01,94.93099990909,Mar 2018
INPP finales,v_inpp_finales,2018,4,2018-04-01,94.857718832129,Abr 2018
INPP finales,v_inpp_finales,2018,5,2018-05-01,96.063615348855,May 2018
INPP finales,v_inpp_finales,2018,6,2018-06-01,97.135466380493,Jun 2018
INPP finales,v_inpp_finales,2018,7,2018-07-01,96.523433243162,Jul 2018
INPP finales,v_inpp_finales,2018,8,2018-08-01,96.513170659922,Ago 2018
INPP finales,v_inpp_finales,2018,9,2018-09-01,97.065442063723,Sep 2018
INPP finales,v_inpp_finales,2018,10,2018-10-01,97.383679515997,Oct 2018
INPP finales,v_inpp_finales,2018,11,2018-11-01,98.742944167667,Nov 2018
INPP finales,v_inpp_finales,2018,12,2018-12-01,99.280383416549,Dic 2018
INPP finales,v_inpp_finales,2019,1,2019-01-01,98.770753364403,Ene 2019
INPP finales,v_inpp_finales,2019,2,2019-02-01,98.793751911617,Feb 2019
INPP finales,v_inpp_finales,2019,3,2019-03-01,99.026404158283,Mar 2019
INPP finales,v_inpp_finales,2019,4,2019-04-01,99.3078676999,Abr 2019
INPP finales,v_inpp_finales,2019,5,2019-05-01,99.340007715152,May 2019
INPP finales,v_inpp_finales,2019,6,2019-06-01,99.860260007379,Jun 2019
INPP finales,v_inpp_finales,2019,7,2019-07-01,100,Jul 2019
INPP finales,v_inpp_finales,2019,8,2019-08-01,99.957758765448,Ago 2019
INPP finales,v_inpp_finales,2019,9,2019-09-01,100.445793737144,Sep 2019
INPP finales,v_inpp_finales,2019,10,2019-10-01,100.312538496171,Oct 2019
INPP finales,v_inpp_finales,2019,11,2019-11-01,100.547015128768,Nov 2019
INPP finales,v_inpp_finales,2019,12,2019-12-01,100.855662253281,Dic 2019
INPP finales,v_inpp_finales,2020,1,2020-01-01,100.596657967801,Ene 2020
INPP finales,v_inpp_finales,2020,2,2020-02-01,101.045405163156,Feb 2020
INPP finales,v_inpp_finales,2020,3,2020-03-01,103.635024702812,Mar 2020
INPP finales,v_inpp_finales,2020,4,2020-04-01,105.811692848692,Abr 2020
INPP finales,v_inpp_finales,2020,5,2020-05-01,105.391181613609,May 2020
INPP finales,v_inpp_finales,2020,6,2020-06-01,104.538359766431,Jun 2020
INPP finales,v_inpp_finales,2020,7,2020-07-01,105.383562601346,Jul 2020
INPP finales,v_inpp_finales,2020,8,2020-08-01,105.596048051248,Ago 2020
INPP finales,v_inpp_finales,2020,9,2020-09-01,105.319318724648,Sep 2020
INPP finales,v_inpp_finales,2020,10,2020-10-01,105.442276357385,Oct 2020
INPP finales,v_inpp_finales,2020,11,2020-11-01,105.098317925355,Nov 2020
INPP finales,v_inpp_finales,2020,12,2020-12-01,104.93807834228,Dic 2020
INPP finales,v_inpp_finales,2021,1,2021-01-01,105.635514895129,Ene 2021
INPP finales,v_inpp_finales,2021,2,2021-02-01,106.544522301907,Feb 2021
INPP finales,v_inpp_finales,2021,3,2021-03-01,107.912858301331,Mar 2021
INPP finales,v_inpp_finales,2021,4,2021-04-01,108.104558991909,Abr 2021
INPP finales,v_inpp_finales,2021,5,2021-05-01,108.759443652767,May 2021
INPP finales,v_inpp_finales,2021,6,2021-06-01,109.583959392036,Jun 2021
INPP finales,v_inpp_finales,2021,7,2021-07-01,110.016081103407,Jul 2021
INPP finales,v_inpp_finales,2021,8,2021-08-01,110.364246199435,Ago 2021
INPP finales,v_inpp_finales,2021,9,2021-09-01,110.75854437191,Sep 2021
INPP finales,v_inpp_finales,2021,10,2021-10-01,111.684428416235,Oct 2021
INPP finales,v_inpp_finales,2021,11,2021-11-01,112.674507627965,Nov 2021
INPP finales,v_inpp_finales,2021,12,2021-12-01,113.789925715529,Dic 2021
